is_actived,Genero,Edad,city_owner,estrato,price_plan,nombre_zone,ventas_Retiradas_causales,Retiro,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
Orden creada,M,36,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,13,1,30-39,Internet-voz,250
Orden creada,H,64,Cali,1,61965.0,S,No Aplica,NO,No Aplica,9,13,1,60-69,Internet-voz,250
Orden creada,M,60,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,13,1,60-69,Internet-voz,250
Orden creada,M,32,Cali,3,68850.0,S,No Aplica,NO,No Aplica,9,13,1,30-39,Internet-voz,350
Anulado,H,38,Cali,3,55120.0,S,No Aplica,NO,Financiero,9,13,0,30-39,Internet,250
Orden creada,H,52,Cali,1,61965.0,S,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,250
Anulado,M,23,Cali,3,58320.0,O,No Aplica,NO,No Aplica,9,13,0,18-29,Internet-voz,250
Rechazado,H,60,Cali,3,68850.0,S,No Aplica,NO,Tiempos y Procesos,9,13,0,60-69,Internet-voz,350
Orden creada,H,59,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,350
Orden creada,H,29,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,250
Orden creada,M,51,Cali,2,68850.0,O,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,350
Orden creada,H,60,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,13,1,60-69,Internet-voz,250
Orden creada,M,27,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,350
Orden creada,H,52,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,250
Orden creada,H,56,Cali,4,79920.0,S,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,350
Orden creada,M,50,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,350
Orden creada,M,47,Cali,4,67920.0,S,Anulacion,SI,No Aplica,9,13,1,40-49,Internet,250
Orden creada,H,50,Cali,4,76415.0,N,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,250
Orden creada,H,65,Jamundi,3,62800.0,S,No Aplica,NO,No Aplica,9,13,1,60-69,Internet,350
Orden creada,H,23,Cali,3,58565.0,C,No Aplica,NO,No Aplica,9,13,1,18-29,Internet,250
Rechazado,M,20,Cali,3,61965.0,S,No Aplica,NO,Doble Solicitud,9,13,0,18-29,Internet-voz,250
Orden creada,H,55,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,250
Rechazado,M,57,Cali,1,61965.0,O,No Aplica,NO,Doble Solicitud,9,13,0,50-59,Internet-voz,250
Orden creada,M,35,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,13,1,30-39,Internet-voz,250
Orden creada,H,37,Cali,3,68850.0,C,No Aplica,NO,No Aplica,9,13,1,30-39,Internet-voz,350
Orden creada,H,28,Cali,2,68850.0,S,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,350
Orden creada,M,22,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,250
Orden creada,H,25,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,250
Orden creada,H,44,Cali,4,76415.0,C,No Aplica,NO,No Aplica,9,13,1,40-49,Internet-voz,250
Orden creada,M,21,Cali,3,68850.0,O,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,350
Orden creada,H,63,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,13,1,60-69,Internet-voz,250
Orden creada,M,44,Cali,3,62800.0,N,No Aplica,NO,No Aplica,9,13,1,40-49,Internet,350
Anulado,H,45,Cali,1,61965.0,O,No Aplica,NO,Falta de Interés,9,13,0,40-49,Internet-voz,250
Rechazado,H,62,Cali,2,61965.0,S,No Aplica,NO,Financiero,9,13,0,60-69,Internet-voz,250
Rechazado,H,34,Cali,1,61965.0,O,No Aplica,NO,Doble Solicitud,9,13,0,30-39,Internet-voz,250
Orden creada,H,21,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,350
Rechazado,H,54,Cali,2,68850.0,C,No Aplica,NO,Doble Solicitud,9,13,0,50-59,Internet-voz,350
Orden creada,H,54,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,250
Orden creada,H,51,Cali,1,61965.0,N,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,250
Orden creada,H,31,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,13,1,30-39,Internet-voz,250
Orden creada,H,47,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,13,1,40-49,Internet-voz,250
Orden creada,H,29,Cali,3,68850.0,S,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,350
Orden creada,M,57,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,13,1,50-59,Internet-voz,350
Rechazado,M,37,Cali,2,61965.0,N,No Aplica,NO,Financiero,9,13,0,30-39,Internet-voz,250
Rechazado,H,50,Cali,5,76415.0,S,No Aplica,NO,Financiero,9,13,0,50-59,Internet-voz,250
Orden creada,M,25,Cali,5,76415.0,S,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,250
Rechazado,H,64,Cali,2,68850.0,C,No Aplica,NO,Tiempos y Procesos,9,13,0,60-69,Internet-voz,350
Orden creada,H,31,Cali,3,66725.0,C,No Aplica,NO,No Aplica,9,13,1,30-39,Internet,350
Orden creada,H,64,Cali,3,61965.0,C,No Aplica,NO,No Aplica,9,14,1,60-69,Internet-voz,250
Orden creada,H,35,Cali,3,61965.0,N,No Aplica,NO,No Aplica,9,14,1,30-39,Internet-voz,250
Orden creada,H,47,Cali,3,58565.0,C,No Aplica,NO,No Aplica,9,14,1,40-49,Internet,250
Orden creada,M,31,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,14,1,30-39,Internet-voz,250
Orden creada,M,64,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,14,1,60-69,Internet-voz,350
Orden creada,H,49,Jamundi,5,82365.0,S,No Aplica,NO,No Aplica,9,14,1,40-49,Internet,350
Orden creada,H,53,Cali,1,61965.0,N,No Aplica,NO,No Aplica,9,14,1,50-59,Internet-voz,250
Orden creada,M,35,Cali,1,61965.0,N,No Aplica,NO,No Aplica,9,14,1,30-39,Internet-voz,250
Orden creada,H,46,Cali,1,61965.0,N,No Aplica,NO,No Aplica,9,14,1,40-49,Internet-voz,250
Orden creada,M,48,Cali,1,68850.0,N,No Aplica,NO,No Aplica,9,14,1,40-49,Internet-voz,350
Orden creada,H,54,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,14,1,50-59,Internet-voz,250
Orden creada,M,20,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,14,1,18-29,Internet-voz,250
Orden creada,H,43,Cali,3,55120.0,C,No Aplica,NO,No Aplica,9,14,1,40-49,Internet,250
Orden creada,H,55,Cali,3,55120.0,C,No Aplica,NO,No Aplica,9,14,1,50-59,Internet,250
Orden creada,M,27,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,14,1,18-29,Internet-voz,350
Orden creada,H,52,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,14,1,50-59,Internet-voz,250
Orden creada,M,36,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,14,1,30-39,Internet-voz,250
Rechazado,H,45,Cali,2,61965.0,N,No Aplica,NO,Financiero,9,14,0,40-49,Internet-voz,250
Orden creada,M,49,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,14,1,40-49,Internet-voz,250
Orden creada,H,33,Cali,1,55120.0,C,No Aplica,NO,No Aplica,9,14,1,30-39,Internet,250
Orden creada,H,58,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,14,1,50-59,Internet-voz,250
Anulado,H,55,Cali,2,61965.0,N,No Aplica,NO,Financiero,9,14,0,50-59,Internet-voz,250
Orden creada,M,26,Cali,4,76415.0,N,No Aplica,NO,No Aplica,9,14,1,18-29,Internet-voz,250
Orden creada,H,29,Cali,3,61965.0,O,No Aplica,NO,No Aplica,9,14,1,18-29,Internet-voz,250
Orden creada,M,23,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,14,1,18-29,Internet-voz,250
Orden creada,H,37,Cali,2,58320.0,C,No Aplica,NO,No Aplica,9,14,1,30-39,Internet-voz,250
Orden creada,H,52,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,14,1,50-59,Internet-voz,250
Orden creada,H,62,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,14,1,60-69,Internet-voz,250
Orden creada,H,45,Yumbo,2,61965.0,N,No Aplica,NO,No Aplica,9,14,1,40-49,Internet-voz,250
Orden creada,H,25,Cali,3,68850.0,N,No Aplica,NO,No Aplica,9,14,1,18-29,Internet-voz,350
Orden creada,H,61,Cali,4,67920.0,S,No Aplica,NO,No Aplica,9,14,1,60-69,Internet,250
Orden creada,M,28,Cali,4,67920.0,S,No Aplica,NO,No Aplica,9,14,1,18-29,Internet,250
Orden creada,M,34,Cali,2,58565.0,S,No Aplica,NO,No Aplica,9,15,1,30-39,Internet,250
Anulado,H,38,Cali,1,61965.0,O,No Aplica,NO,Falta de Interés,9,15,0,30-39,Internet-voz,250
Orden creada,M,33,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,15,1,30-39,Internet-voz,250
Orden creada,M,23,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,15,1,18-29,Internet-voz,250
Orden creada,H,41,Cali,2,55120.0,C,No Aplica,NO,No Aplica,9,15,1,40-49,Internet,250
Orden creada,H,18,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,15,1,18-29,Internet-voz,250
Orden creada,M,40,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,350
Anulado,H,37,Cali,1,61965.0,O,No Aplica,NO,Financiero,9,16,0,30-39,Internet-voz,250
Orden creada,M,44,Cali,2,55120.0,N,No Aplica,NO,No Aplica,9,16,1,40-49,Internet,250
Anulado,H,60,Cali,5,77520.0,S,No Aplica,NO,Otro,9,16,0,60-69,Internet,350
Orden creada,H,26,Cali,3,61965.0,N,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,250
Orden creada,H,43,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,350
Orden creada,H,53,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,M,60,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,16,1,60-69,Internet-voz,350
Orden creada,H,49,Cali,2,68850.0,O,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,350
Orden creada,M,50,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,H,56,Cali,3,68850.0,N,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,350
Orden creada,H,38,Cali,4,76415.0,S,No Aplica,NO,No Aplica,9,16,1,30-39,Internet-voz,250
Orden creada,H,53,Cali,2,61965.0,O,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,H,50,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,350
Orden creada,H,32,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,16,1,30-39,Internet-voz,250
Orden creada,H,62,Cali,1,62800.0,C,No Aplica,NO,No Aplica,9,16,1,60-69,Internet,350
Orden creada,H,52,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,H,42,Jamundi,5,76415.0,S,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,250
Orden creada,H,27,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,250
Orden creada,M,33,Cali,2,61965.0,S,No Aplica,NO,No Aplica,9,16,1,30-39,Internet-voz,250
Rechazado,H,34,Cali,2,68850.0,O,No Aplica,NO,Tiempos y Procesos,9,16,0,30-39,Internet-voz,350
Orden creada,H,42,Cali,3,61965.0,N,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,250
Orden creada,H,45,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,250
Orden creada,H,23,Cali,3,68850.0,N,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,350
Orden creada,H,48,Cali,3,68850.0,N,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,350
Orden creada,H,53,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,350
Orden creada,H,47,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,250
Rechazado,H,50,Cali,2,61965.0,N,No Aplica,NO,Doble Solicitud,9,16,0,50-59,Internet-voz,250
Orden creada,M,34,Cali,3,61965.0,N,No Aplica,NO,No Aplica,9,16,1,30-39,Internet-voz,250
Orden creada,H,50,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,H,18,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,250
Orden creada,M,56,Cali,5,76415.0,S,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,M,23,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,250
Rechazado,H,56,Cali,3,68850.0,S,No Aplica,NO,Tiempos y Procesos,9,16,0,50-59,Internet-voz,350
Orden creada,H,65,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,16,1,60-69,Internet-voz,350
Orden creada,H,41,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,350
Orden creada,H,30,Cali,5,67920.0,S,No Aplica,NO,No Aplica,9,16,1,30-39,Internet,250
Orden creada,M,33,Cali,3,68850.0,O,No Aplica,NO,No Aplica,9,16,1,30-39,Internet-voz,350
Orden creada,H,65,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,16,1,60-69,Internet-voz,250
Orden creada,H,27,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,250
Orden creada,M,65,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,16,1,60-69,Internet-voz,250
Rechazado,H,64,Cali,2,61965.0,C,No Aplica,NO,Doble Solicitud,9,16,0,60-69,Internet-voz,250
Orden creada,M,20,Cali,2,61965.0,S,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,250
Orden creada,M,41,Jamundi,4,76415.0,S,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,250
Orden creada,H,38,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,16,1,30-39,Internet-voz,350
Orden creada,H,48,Cali,2,55120.0,S,No Aplica,NO,No Aplica,9,16,1,40-49,Internet,250
Orden creada,H,27,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,16,1,18-29,Internet-voz,250
Orden creada,H,40,Cali,2,62800.0,C,No Aplica,NO,No Aplica,9,16,1,40-49,Internet,350
Orden creada,H,62,Jamundi,4,77520.0,S,No Aplica,NO,No Aplica,9,16,1,60-69,Internet,350
Orden creada,M,36,Jamundi,4,67920.0,S,No Aplica,NO,No Aplica,9,16,1,30-39,Internet,250
Orden creada,H,54,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,H,57,Cali,2,61965.0,S,No Aplica,NO,No Aplica,9,16,1,50-59,Internet-voz,250
Orden creada,H,42,Cali,3,68850.0,N,No Aplica,NO,No Aplica,9,16,1,40-49,Internet-voz,350
Orden creada,H,34,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,350
Orden creada,H,43,Cali,6,76415.0,O,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,250
Orden creada,H,26,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,H,53,Cali,2,61965.0,S,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,H,38,Cali,3,68850.0,S,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,350
Orden creada,H,33,Cali,2,58320.0,S,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,250
Orden creada,M,25,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,H,35,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,350
Orden creada,H,22,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,M,22,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,H,46,Cali,5,77520.0,S,No Aplica,NO,No Aplica,9,17,1,40-49,Internet,350
Orden creada,H,44,Cali,1,61965.0,S,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,250
Orden creada,H,26,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,H,62,Cali,3,68850.0,C,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,350
Orden creada,M,50,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,H,58,Cali,1,61965.0,S,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,M,63,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,250
Orden creada,H,21,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,M,60,Cali,3,68850.0,S,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,350
Orden creada,M,44,Jamundi,3,55120.0,S,No Aplica,NO,No Aplica,9,17,1,40-49,Internet,250
Orden creada,M,22,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,350
Anulado,H,62,Cali,3,58320.0,C,No Aplica,NO,Errores en la Solicitud,9,17,0,60-69,Internet-voz,250
Orden creada,H,56,Cali,1,61965.0,S,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Rechazado,M,57,Jamundi,4,76415.0,S,No Aplica,NO,Financiero,9,17,0,50-59,Internet-voz,250
Orden creada,H,58,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,M,53,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,H,60,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,250
Orden creada,M,43,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,350
Rechazado,H,30,Cali,3,61965.0,S,No Aplica,NO,Financiero,9,17,0,30-39,Internet-voz,250
Orden creada,M,63,Cali,3,61965.0,N,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,250
Anulado,H,40,Jamundi,4,77520.0,S,No Aplica,NO,No Aplica,9,17,0,40-49,Internet,350
Orden creada,H,36,Cali,3,58320.0,N,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,250
Orden creada,H,54,Cali,3,68850.0,O,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,350
Orden creada,M,27,Cali,2,58565.0,O,No Aplica,NO,No Aplica,9,17,1,18-29,Internet,250
Orden creada,H,23,Cali,3,66725.0,C,No Aplica,NO,No Aplica,9,17,1,18-29,Internet,350
Rechazado,M,49,Cali,3,58565.0,C,No Aplica,NO,Tiempos y Procesos,9,17,0,40-49,Internet,250
Orden creada,H,34,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,250
Orden creada,H,58,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,H,23,Cali,3,58565.0,N,No Aplica,NO,No Aplica,9,17,1,18-29,Internet,250
Orden creada,H,26,Cali,2,68850.0,N,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,350
Anulado,H,25,Jamundi,2,55120.0,S,No Aplica,NO,Financiero,9,17,0,18-29,Internet,250
Orden creada,H,55,Cali,3,62800.0,C,No Aplica,NO,No Aplica,9,17,1,50-59,Internet,350
Orden creada,M,56,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,350
Orden creada,H,31,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,250
Orden creada,H,27,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,M,41,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,350
Orden creada,H,63,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,250
Orden creada,H,32,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,350
Orden creada,H,36,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,250
Orden creada,M,53,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,350
Orden creada,M,30,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,350
Orden creada,M,53,Cali,3,61965.0,N,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,H,35,Cali,2,58565.0,N,No Aplica,NO,No Aplica,9,17,1,30-39,Internet,250
Rechazado,M,27,Cali,2,68850.0,C,No Aplica,NO,Doble Solicitud,9,17,0,18-29,Internet-voz,350
Orden creada,H,40,Cali,3,58320.0,S,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,250
Orden creada,M,33,Cali,3,68850.0,C,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,350
Orden creada,H,39,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,17,1,30-39,Internet-voz,350
Orden creada,M,63,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,350
Orden creada,H,43,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,250
Orden creada,M,22,Cali,3,68850.0,S,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,350
Orden creada,M,66,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,17,1,60-69,Internet-voz,350
Anulado,H,48,Cali,3,55120.0,C,No Aplica,NO,No Aplica,9,17,0,40-49,Internet,250
Orden creada,H,26,Cali,3,68850.0,N,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,350
Orden creada,H,22,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,M,56,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,17,1,50-59,Internet-voz,250
Orden creada,H,46,Cali,2,61965.0,O,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,250
Orden creada,M,21,Cali,4,76415.0,S,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,250
Orden creada,H,54,Cali,1,55120.0,O,No Aplica,NO,No Aplica,9,17,1,50-59,Internet,250
Orden creada,H,47,Cali,4,72165.0,C,No Aplica,NO,No Aplica,9,17,1,40-49,Internet,250
Orden creada,M,25,Cali,1,68850.0,S,No Aplica,NO,No Aplica,9,17,1,18-29,Internet-voz,350
Orden creada,M,47,Cali,3,68850.0,C,No Aplica,NO,No Aplica,9,17,1,40-49,Internet-voz,350
Orden creada,H,46,Cali,4,67920.0,N,No Aplica,NO,No Aplica,9,18,1,40-49,Internet,250
Anulado,M,30,Cali,3,62800.0,O,No Aplica,NO,No Aplica,9,18,0,30-39,Internet,350
Orden creada,H,34,Jamundi,3,62800.0,S,No Aplica,NO,No Aplica,9,18,1,30-39,Internet,350
Orden creada,H,54,Cali,6,77520.0,S,No Aplica,NO,No Aplica,9,18,1,50-59,Internet,350
Orden creada,H,58,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,18,1,50-59,Internet-voz,250
Orden creada,H,61,Cali,3,55120.0,N,Voluntario,SI,No Aplica,9,18,1,60-69,Internet,250
Orden creada,H,32,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,18,1,30-39,Internet-voz,250
Orden creada,H,62,Cali,3,68850.0,N,No Aplica,NO,No Aplica,9,18,1,60-69,Internet-voz,350
Orden creada,H,29,Cali,2,68850.0,C,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,350
Orden creada,M,57,Cali,3,68850.0,S,No Aplica,NO,No Aplica,9,18,1,50-59,Internet-voz,350
Orden creada,M,45,Cali,2,61965.0,S,No Aplica,NO,No Aplica,9,18,1,40-49,Internet-voz,250
Rechazado,H,30,Cali,1,61965.0,O,No Aplica,NO,Errores en la Solicitud,9,18,0,30-39,Internet-voz,250
Orden creada,H,24,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,250
Orden creada,H,58,Cali,2,58565.0,C,No Aplica,NO,No Aplica,9,18,1,50-59,Internet,250
Orden creada,M,38,Cali,2,61965.0,C,No Aplica,NO,No Aplica,9,18,1,30-39,Internet-voz,250
Orden creada,M,29,Cali,4,76415.0,S,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,250
Orden creada,M,22,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,250
Orden creada,H,59,Cali,2,68850.0,S,No Aplica,NO,No Aplica,9,18,1,50-59,Internet-voz,350
Orden creada,M,55,Cali,2,68850.0,O,No Aplica,NO,No Aplica,9,18,1,50-59,Internet-voz,350
Orden creada,M,62,Cali,2,61965.0,N,No Aplica,NO,No Aplica,9,18,1,60-69,Internet-voz,250
Orden creada,H,65,Cali,1,61965.0,O,No Aplica,NO,No Aplica,9,18,1,60-69,Internet-voz,250
Orden creada,H,21,Cali,1,68850.0,O,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,350
Anulado,H,39,Cali,2,61965.0,C,No Aplica,NO,Financiero,9,18,0,30-39,Internet-voz,250
Orden creada,M,25,Cali,3,55120.0,O,No Aplica,NO,No Aplica,9,18,1,18-29,Internet,250
Anulado,H,19,Cali,1,62800.0,O,No Aplica,NO,No Aplica,9,18,0,18-29,Internet,350
Orden creada,H,47,Cali,6,77520.0,C,Anulacion,SI,No Aplica,9,18,1,40-49,Internet,350
Rechazado,H,39,Jamundi,3,68850.0,S,No Aplica,NO,Errores en la Solicitud,9,18,0,30-39,Internet-voz,350
Orden creada,H,25,Cali,1,68850.0,S,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,350
Rechazado,H,32,Cali,2,61965.0,S,No Aplica,NO,Financiero,9,18,0,30-39,Internet-voz,250
Orden creada,H,32,Cali,3,61965.0,S,No Aplica,NO,No Aplica,9,18,1,30-39,Internet-voz,250
Orden creada,H,58,Cali,2,61965.0,O,No Aplica,NO,No Aplica,9,18,1,50-59,Internet-voz,250
Orden creada,M,19,Cali,3,64800.0,N,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,350
Orden creada,H,57,Jamundi,4,76415.0,S,Anulacion,SI,No Aplica,9,18,1,50-59,Internet-voz,250
Orden creada,M,46,Cali,2,61965.0,O,No Aplica,NO,No Aplica,9,18,1,40-49,Internet-voz,250
Orden creada,M,19,Jamundi,2,55120.0,S,No Aplica,NO,No Aplica,9,18,1,18-29,Internet,250
